Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
885,Victor Mete,25,PHI,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,11,10:52,1,0,0,0,,metevi01
886,Fraser Minten,19,TOR,C,4,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,3,0.0,46,11:26,1,4,18,19,48.6,mintefr01
887,Logan Morrison,21,SEA,F,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,6,0.0,53,13:08,8,2,14,17,45.2,morrilo01
888,Scott Morrow,21,CAR,D,2,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,6,0.0,37,18:23,2,1,0,0,,morrosc02
889,Brett Murray,25,BUF,LW,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,16,7:58,0,5,1,0,100.0,murrabr02
890,Philippe Myers,27,TBL,D,5,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,6,0.0,58,11:42,6,8,0,0,,myersph01
891,Bradly Nadeau,18,CAR,LW,1,0,0,0,-3,0,-0.1,0,0,0,0,0,0,0,3,0.0,19,19:08,1,0,0,0,,nadeabr01
892,Riley Nash,34,NYR,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,11,11:05,0,1,2,2,50.0,nashri02
893,Oskar Olausson,21,COL,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,12,11:50,2,2,0,0,,olausos01
894,Gustav Olofsson,29,SEA,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,15,14:57,3,0,0,0,,olofsgu01
895,Zack Ostapchuk,20,OTT,C,7,0,0,0,-1,0,-0.2,0,0,0,0,0,0,0,5,0.0,73,10:30,6,13,11,30,26.8,ostapza01
896,Brennan Othmann,21,NYR,LW,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,6,0.0,27,9:05,1,6,0,0,,othmabr01
897,Ondrej Pavel,23,COL,F,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,0.0,12,6:06,0,1,3,6,33.3,pavelon02
898,Jacob Peterson,24,SJS,C,6,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,3,0.0,80,13:15,5,6,15,33,31.3,peterja01
899,Alexander Petrovic,31,DAL,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,13,12:52,0,2,0,0,,petroal01
900,Rem Pitlick,26,CHI,C,9,0,0,0,-7,2,-0.4,0,0,0,0,0,0,0,13,0.0,140,15:35,6,9,5,5,50.0,pitlire01
901,Andrew Poturalski,30,SEA,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,14,6:53,0,0,3,0,100.0,poturan01
902,Samuel Poulin,22,PIT,RW,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,2,0.0,23,7:47,3,5,5,7,41.7,poulisa01
903,Derrick Pouliot,30,DAL,D,5,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,5,0.0,61,12:08,5,4,0,0,,poulide01
904,Adam Raška,22,MIN,RW,5,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,,34,6:49,1,12,0,0,,raskaad01
905,Pavol Regenda,24,ANA,F,5,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,7,0.0,58,11:34,5,11,1,5,16.7,regenpa01
906,Marshall Rifai,25,TOR,D,2,0,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0.0,23,11:40,1,4,0,0,,rifaima01
907,Filip Roos,25,CHI,D,4,0,0,0,-4,0,-0.2,0,0,0,0,0,0,0,2,0.0,59,14:44,2,8,0,0,,roosfi01
908,Isak Rosen,20,BUF,RW,7,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,8,0.0,60,8:35,2,0,1,5,16.7,rosenis01
909,Scott Sabourin,31,SJS,F,3,0,0,0,0,9,0.0,0,0,0,0,0,0,0,3,0.0,28,9:17,1,10,0,2,0.0,sabousc01
910,Mackie Samoskevich,21,FLA,RW,7,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,11,0.0,84,12:02,3,5,0,1,0.0,samosma01
911,Matthew Savoie,20,BUF,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,4,3:55,0,0,0,0,,savoima01
912,Brandon Scanlin,24,NYR,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,11,10:46,0,1,0,0,,scanlbr01
913,Cole Schwindt,22,CGY,RW,4,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,27,6:48,1,5,6,2,75.0,schwico01
914,Brett Seney,27,CHI,LW,4,0,0,0,0,6,0.0,0,0,0,0,0,0,0,1,0.0,41,10:21,6,9,4,8,33.3,seneybr01
915,Joe Snively,28,WSH,F,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,25,8:21,0,1,0,0,,snivejo01
916,Victor Söderström,22,ARI,D,3,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,1,0.0,46,15:11,6,3,0,0,,sodervi01
917,Justin Sourdif,21,FLA,RW,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,27,8:50,2,5,0,0,,sourdju01
918,Alex Steeves,24,TOR,F,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,10,10:14,0,6,0,0,,steeval02
919,Marián Studenič,25,SEA,RW,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,16,8:07,0,4,0,0,,studema01
920,Maksymilian Szuber,21,ARI,D,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,17,16:59,1,2,0,0,,szubema01
921,Jack Thompson,21,TOT,D,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,4,0.0,47,15:40,3,4,0,0,,thompja01
922,Samuel Walker,24,MIN,C,4,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,3,0.0,37,9:22,1,2,0,1,0.0,walkesa01
923,Colin White,27,TOT,C,28,0,0,0,-5,4,-0.6,0,0,0,0,0,0,0,16,0.0,267,9:31,12,22,48,77,38.4,whiteco02
924,Ryan Winterton,20,SEA,C,9,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,10,0.0,84,9:20,4,10,0,1,0.0,wintery01
